Fri, 23 Oct 15 10:31:51 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to 140dev
Tue, 03 Nov 15 16:13:00 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493772786634752' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493772786634752, tweet_text = "@Bollywoodarian \nDiwali Dhamaka Deals!\nMake the most of it #ZyadaBachao\nhttps://t.co/TQm2WwUbyJ", created_at = "2015-11-03 16:13:00", geo_lat = 0, geo_long = 0, user_id = 444369178, screen_name = "divyaszaika", name = "Miss Muffin", profile_image_url = "http://pbs.twimg.com/profile_images/657566786016055297/FrR7lxtP_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:00 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493772786634752' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493772786634752, tweet_text = "@Bollywoodarian \nDiwali Dhamaka Deals!\nMake the most of it #ZyadaBachao\nhttps://t.co/TQm2WwUbyJ", created_at = "2015-11-03 16:13:00", geo_lat = 0, geo_long = 0, user_id = 444369178, screen_name = "divyaszaika", name = "Miss Muffin", profile_image_url = "http://pbs.twimg.com/profile_images/657566786016055297/FrR7lxtP_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:08 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2862984205' for key 'PRIMARY' | INSERT INTO users SET screen_name = "kanakbhardwaj51", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", user_id = 2862984205, name = "Kanak ", location = "Delhi, India", url = "", description = "BEST IN THE WORLD | Love @WWEIndia & @ten_sports  so much ♥ | Big Fan of John Cena", created_at = "2014-10-18 21:31:01", followers_count = 166, friends_count = 887, statuses_count = 55528, time_zone = "", last_update = "2015-11-03 16:13:07"
Tue, 03 Nov 15 16:13:08 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2862984205' for key 'PRIMARY' | INSERT INTO users SET screen_name = "kanakbhardwaj51", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", user_id = 2862984205, name = "Kanak ", location = "Delhi, India", url = "", description = "BEST IN THE WORLD | Love @WWEIndia & @ten_sports  so much ♥ | Big Fan of John Cena", created_at = "2014-10-18 21:31:01", followers_count = 166, friends_count = 887, statuses_count = 55528, time_zone = "", last_update = "2015-11-03 16:13:07"
Tue, 03 Nov 15 16:13:08 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493804411699200' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493804411699200, tweet_text = "RT @reebokindia: The #GetPumped contest is closed now. Thanks for participating, winners will be announced soon. #StayTuned.", created_at = "2015-11-03 16:13:07", geo_lat = 0, geo_long = 0, user_id = 2862984205, screen_name = "kanakbhardwaj51", name = "Kanak ", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:13:08 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493804411699200' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493804411699200, tweet_text = "RT @reebokindia: The #GetPumped contest is closed now. Thanks for participating, winners will be announced soon. #StayTuned.", created_at = "2015-11-03 16:13:07", geo_lat = 0, geo_long = 0, user_id = 2862984205, screen_name = "kanakbhardwaj51", name = "Kanak ", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:13:14 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493827820085249' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493827820085249, tweet_text = "67% OFF on Toshiba 1TB HDD.. this AMAZING DEAL only on @ShopClues #ZyadaBachao https://t.co/1KWkJIgfIL https://t.co/RhhtEIIYkY", created_at = "2015-11-03 16:13:13", geo_lat = 0, geo_long = 0, user_id = 134899691, screen_name = "Im_BiggBoss", name = "Avinash", profile_image_url = "http://pbs.twimg.com/profile_images/656133737466298368/jBN8VMdV_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:24 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493866063884288' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493866063884288, tweet_text = "https://t.co/4P3VpxXLGm  #ZyadaBachao Shopclues has best deals for you which you wouldn\'t want to miss", created_at = "2015-11-03 16:13:22", geo_lat = 0, geo_long = 0, user_id = 261591675, screen_name = "gulzar_rai", name = "♕ℳг Råi", profile_image_url = "http://pbs.twimg.com/profile_images/661004373376430080/UdVXBSjR_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:24 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493866063884288' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493866063884288, tweet_text = "https://t.co/4P3VpxXLGm  #ZyadaBachao Shopclues has best deals for you which you wouldn\'t want to miss", created_at = "2015-11-03 16:13:22", geo_lat = 0, geo_long = 0, user_id = 261591675, screen_name = "gulzar_rai", name = "♕ℳг Råi", profile_image_url = "http://pbs.twimg.com/profile_images/661004373376430080/UdVXBSjR_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493873659633664' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493873659633664, tweet_text = "RT @reebokindia: 10 mins to go. Keep pouring in your tweets! :D #GetPumped", created_at = "2015-11-03 16:13:24", geo_lat = 0, geo_long = 0, user_id = 2862984205, screen_name = "kanakbhardwaj51", name = "Kanak ", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:13:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493873659633664' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493873659633664, tweet_text = "RT @reebokindia: 10 mins to go. Keep pouring in your tweets! :D #GetPumped", created_at = "2015-11-03 16:13:24", geo_lat = 0, geo_long = 0, user_id = 2862984205, screen_name = "kanakbhardwaj51", name = "Kanak ", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:13:31 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493903065944064' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493903065944064, tweet_text = "@reebokindia #GetPumped This Reebok gear has captured my mind with its black and white combo and features... I want! https://t.co/8yObQsIHgY", created_at = "2015-11-03 16:13:31", geo_lat = 0, geo_long = 0, user_id = 436652553, screen_name = "Rajendra9Prasad", name = "♡♥•.. Prasad_Raj", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:38 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2905219098' for key 'PRIMARY' | INSERT INTO users SET screen_name = "BhaagModiBhaag", profile_image_url = "http://pbs.twimg.com/profile_images/625906841046757376/yfj9Tnmw_normal.png", user_id = 2905219098, name = "BhaagModiBhaag", location = "India", url = "http://smarturl.it/BhaagModiBhaag", description = "Trendy,Addictive #ModiGame Ever Made Get it On #Android #iPhone If You are #Modifan You Love This Game - \nhttp://smarturl.it/BhaagModiBhaag", created_at = "2014-11-20 20:30:45", followers_count = 66, friends_count = 280, statuses_count = 823, time_zone = "New Delhi", last_update = "2015-11-03 16:13:36"
Tue, 03 Nov 15 16:13:38 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2905219098' for key 'PRIMARY' | INSERT INTO users SET screen_name = "BhaagModiBhaag", profile_image_url = "http://pbs.twimg.com/profile_images/625906841046757376/yfj9Tnmw_normal.png", user_id = 2905219098, name = "BhaagModiBhaag", location = "India", url = "http://smarturl.it/BhaagModiBhaag", description = "Trendy,Addictive #ModiGame Ever Made Get it On #Android #iPhone If You are #Modifan You Love This Game - \nhttp://smarturl.it/BhaagModiBhaag", created_at = "2014-11-20 20:30:45", followers_count = 66, friends_count = 280, statuses_count = 823, time_zone = "New Delhi", last_update = "2015-11-03 16:13:36"
Tue, 03 Nov 15 16:13:38 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493927443193857' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493927443193857, tweet_text = "Make #TerrificTuesday On #BhaagModiBhaag #gamedev - https://t.co/jL5H22q6D3  #madeofgreat #ZyadaBachao #GetPumped https://t.co/YGCduZKlKi", created_at = "2015-11-03 16:13:36", geo_lat = 0, geo_long = 0, user_id = 2905219098, screen_name = "BhaagModiBhaag", name = "BhaagModiBhaag", profile_image_url = "http://pbs.twimg.com/profile_images/625906841046757376/yfj9Tnmw_normal.png", is_rt = 0
Tue, 03 Nov 15 16:13:38 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493927443193857' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493927443193857, tweet_text = "Make #TerrificTuesday On #BhaagModiBhaag #gamedev - https://t.co/jL5H22q6D3  #madeofgreat #ZyadaBachao #GetPumped https://t.co/YGCduZKlKi", created_at = "2015-11-03 16:13:36", geo_lat = 0, geo_long = 0, user_id = 2905219098, screen_name = "BhaagModiBhaag", name = "BhaagModiBhaag", profile_image_url = "http://pbs.twimg.com/profile_images/625906841046757376/yfj9Tnmw_normal.png", is_rt = 0
Tue, 03 Nov 15 16:13:41 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493944128110592' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493944128110592, tweet_text = "@nishajg I\'m all set with my Diwali Shopping plans at @ShopClues \nWhat about u? #ZyadaBachao\nhttps://t.co/TQm2WwUbyJ", created_at = "2015-11-03 16:13:40", geo_lat = 0, geo_long = 0, user_id = 444369178, screen_name = "divyaszaika", name = "Miss Muffin", profile_image_url = "http://pbs.twimg.com/profile_images/657566786016055297/FrR7lxtP_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:41 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493944128110592' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493944128110592, tweet_text = "@nishajg I\'m all set with my Diwali Shopping plans at @ShopClues \nWhat about u? #ZyadaBachao\nhttps://t.co/TQm2WwUbyJ", created_at = "2015-11-03 16:13:40", geo_lat = 0, geo_long = 0, user_id = 444369178, screen_name = "divyaszaika", name = "Miss Muffin", profile_image_url = "http://pbs.twimg.com/profile_images/657566786016055297/FrR7lxtP_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:49 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661493979104411649' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661493979104411649, tweet_text = "@reebokindia  hope to win #GetPumped", created_at = "2015-11-03 16:13:49", geo_lat = 0, geo_long = 0, user_id = 2862984205, screen_name = "kanakbhardwaj51", name = "Kanak ", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:56 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494004312354816' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494004312354816, tweet_text = "Headlines: #GetPumped is Trending Hot in your place. Visit https://t.co/dOFNdtgJV3 to see top trends every hour https://t.co/VunuDJqvjU", created_at = "2015-11-03 16:13:55", geo_lat = 0, geo_long = 0, user_id = 3182438713, screen_name = "TrendsinIN", name = "TrendsinIndia", profile_image_url = "http://pbs.twimg.com/profile_images/615533430395113473/Rk9UEU3s_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:13:56 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494004312354816' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494004312354816, tweet_text = "Headlines: #GetPumped is Trending Hot in your place. Visit https://t.co/dOFNdtgJV3 to see top trends every hour https://t.co/VunuDJqvjU", created_at = "2015-11-03 16:13:55", geo_lat = 0, geo_long = 0, user_id = 3182438713, screen_name = "TrendsinIN", name = "TrendsinIndia", profile_image_url = "http://pbs.twimg.com/profile_images/615533430395113473/Rk9UEU3s_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:03 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494033689260032' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494033689260032, tweet_text = "Head over to @ShopClues and \n#ZyadaBachao this diwali\nhttps://t.co/7x98tM2El3", created_at = "2015-11-03 16:14:02", geo_lat = 0, geo_long = 0, user_id = 65357007, screen_name = "ankitsalgiya", name = "ankit", profile_image_url = "http://pbs.twimg.com/profile_images/660107994646974465/CLHVkxfp_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:03 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494033689260032' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494033689260032, tweet_text = "Head over to @ShopClues and \n#ZyadaBachao this diwali\nhttps://t.co/7x98tM2El3", created_at = "2015-11-03 16:14:02", geo_lat = 0, geo_long = 0, user_id = 65357007, screen_name = "ankitsalgiya", name = "ankit", profile_image_url = "http://pbs.twimg.com/profile_images/660107994646974465/CLHVkxfp_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:03 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2545597466' for key 'PRIMARY' | INSERT INTO users SET screen_name = "MoodyDelhiGirl", profile_image_url = "http://pbs.twimg.com/profile_images/496918692752404481/cDq63F3Y_normal.jpeg", user_id = 2545597466, name = "Ashika Singh", location = "", url = "", description = "Simple, Moody Delhi girl.\nLoves fashion and travelling.\nWill be famous one day ;)", created_at = "2014-06-04 14:24:00", followers_count = 38, friends_count = 114, statuses_count = 433, time_zone = "Pacific Time (US & Canada)", last_update = "2015-11-03 16:14:02"
Tue, 03 Nov 15 16:14:03 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494035169742849' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494035169742849, tweet_text = "Online shopping karo #ZyadaBachao", created_at = "2015-11-03 16:14:02", geo_lat = 0, geo_long = 0, user_id = 2545597466, screen_name = "MoodyDelhiGirl", name = "Ashika Singh", profile_image_url = "http://pbs.twimg.com/profile_images/496918692752404481/cDq63F3Y_normal.jpeg", is_rt = 0
Tue, 03 Nov 15 16:14:06 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494047798751234' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494047798751234, tweet_text = "@reebokindia Trying my best \nWish to get your attention \n#GetPumped", created_at = "2015-11-03 16:14:05", geo_lat = 0, geo_long = 0, user_id = 2862984205, screen_name = "kanakbhardwaj51", name = "Kanak ", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:06 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494047798751234' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494047798751234, tweet_text = "@reebokindia Trying my best \nWish to get your attention \n#GetPumped", created_at = "2015-11-03 16:14:05", geo_lat = 0, geo_long = 0, user_id = 2862984205, screen_name = "kanakbhardwaj51", name = "Kanak ", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:06 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '238031831' for key 'PRIMARY' | INSERT INTO users SET screen_name = "Avdhut16", profile_image_url = "http://pbs.twimg.com/profile_images/628916171602022400/ttlKz1vJ_normal.jpg", user_id = 238031831, name = "Avdhut Patil", location = "Mumbai, India", url = "https://instagram.com/avdhut.patil/", description = "ONE OBSESSION, Born To Be A Fast Bowler, As Fast as I can! #Cricketer \nkiK - Avdhutppatil", created_at = "2011-01-14 11:21:54", followers_count = 278, friends_count = 172, statuses_count = 6767, time_zone = "New Delhi", last_update = "2015-11-03 16:14:05"
Tue, 03 Nov 15 16:14:06 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '238031831' for key 'PRIMARY' | INSERT INTO users SET screen_name = "Avdhut16", profile_image_url = "http://pbs.twimg.com/profile_images/628916171602022400/ttlKz1vJ_normal.jpg", user_id = 238031831, name = "Avdhut Patil", location = "Mumbai, India", url = "https://instagram.com/avdhut.patil/", description = "ONE OBSESSION, Born To Be A Fast Bowler, As Fast as I can! #Cricketer \nkiK - Avdhutppatil", created_at = "2011-01-14 11:21:54", followers_count = 278, friends_count = 172, statuses_count = 6767, time_zone = "New Delhi", last_update = "2015-11-03 16:14:05"
Tue, 03 Nov 15 16:14:06 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494047383552000' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494047383552000, tweet_text = "@reebokindia #GetPumped is trending..Hurray..!!! Keep tweeting guys 😍😘😊 https://t.co/eFOhJO4qr4", created_at = "2015-11-03 16:14:05", geo_lat = 0, geo_long = 0, user_id = 238031831, screen_name = "Avdhut16", name = "Avdhut Patil", profile_image_url = "http://pbs.twimg.com/profile_images/628916171602022400/ttlKz1vJ_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:06 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494047383552000' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494047383552000, tweet_text = "@reebokindia #GetPumped is trending..Hurray..!!! Keep tweeting guys 😍😘😊 https://t.co/eFOhJO4qr4", created_at = "2015-11-03 16:14:05", geo_lat = 0, geo_long = 0, user_id = 238031831, screen_name = "Avdhut16", name = "Avdhut Patil", profile_image_url = "http://pbs.twimg.com/profile_images/628916171602022400/ttlKz1vJ_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:09 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494059165458432' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494059165458432, tweet_text = "RT @TrendsinIN: Breaking news #ZyadaBachao is now trending TOP topic in India. Details https://t.co/dOFNdtgJV3 https://t.co/8Cr4BN70XL", created_at = "2015-11-03 16:14:08", geo_lat = 0, geo_long = 0, user_id = 65357007, screen_name = "ankitsalgiya", name = "ankit", profile_image_url = "http://pbs.twimg.com/profile_images/660107994646974465/CLHVkxfp_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:14:09 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494059165458432' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494059165458432, tweet_text = "RT @TrendsinIN: Breaking news #ZyadaBachao is now trending TOP topic in India. Details https://t.co/dOFNdtgJV3 https://t.co/8Cr4BN70XL", created_at = "2015-11-03 16:14:08", geo_lat = 0, geo_long = 0, user_id = 65357007, screen_name = "ankitsalgiya", name = "ankit", profile_image_url = "http://pbs.twimg.com/profile_images/660107994646974465/CLHVkxfp_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:14:16 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '953371416' for key 'PRIMARY' | INSERT INTO users SET screen_name = "MultTweetMaster", profile_image_url = "http://pbs.twimg.com/profile_images/629676710154399744/_s2g96OO_normal.jpg", user_id = 953371416, name = "Shiv Shanker", location = "India", url = "", description = "Traveller", created_at = "2012-11-17 16:45:59", followers_count = 9446, friends_count = 704, statuses_count = 18190, time_zone = "New Delhi", last_update = "2015-11-03 16:14:15"
Tue, 03 Nov 15 16:14:16 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '953371416' for key 'PRIMARY' | INSERT INTO users SET screen_name = "MultTweetMaster", profile_image_url = "http://pbs.twimg.com/profile_images/629676710154399744/_s2g96OO_normal.jpg", user_id = 953371416, name = "Shiv Shanker", location = "India", url = "", description = "Traveller", created_at = "2012-11-17 16:45:59", followers_count = 9446, friends_count = 704, statuses_count = 18190, time_zone = "New Delhi", last_update = "2015-11-03 16:14:15"
Tue, 03 Nov 15 16:14:16 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494088781295616' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494088781295616, tweet_text = "RT @reebokindia: A big THANK YOU to all the participants. #StayTuned to our handle for the results. #GetPumped!", created_at = "2015-11-03 16:14:15", geo_lat = 0, geo_long = 0, user_id = 953371416, screen_name = "MultTweetMaster", name = "Shiv Shanker", profile_image_url = "http://pbs.twimg.com/profile_images/629676710154399744/_s2g96OO_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:14:16 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494088781295616' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494088781295616, tweet_text = "RT @reebokindia: A big THANK YOU to all the participants. #StayTuned to our handle for the results. #GetPumped!", created_at = "2015-11-03 16:14:15", geo_lat = 0, geo_long = 0, user_id = 953371416, screen_name = "MultTweetMaster", name = "Shiv Shanker", profile_image_url = "http://pbs.twimg.com/profile_images/629676710154399744/_s2g96OO_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:14:19 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494101171240961' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494101171240961, tweet_text = "@reebokindia Trying my best \nWish to get your attention \n#GetPumped", created_at = "2015-11-03 16:14:18", geo_lat = 0, geo_long = 0, user_id = 2862984205, screen_name = "kanakbhardwaj51", name = "Kanak ", profile_image_url = "http://pbs.twimg.com/profile_images/641088467531763712/Syd5PR5h_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:23 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494120695861248' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494120695861248, tweet_text = "https://t.co/4P3VpxXLGm  #ZyadaBachao With these amazing deals shopping will be a lot more\nfun", created_at = "2015-11-03 16:14:22", geo_lat = 0, geo_long = 0, user_id = 261591675, screen_name = "gulzar_rai", name = "♕ℳг Råi", profile_image_url = "http://pbs.twimg.com/profile_images/661004373376430080/UdVXBSjR_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:23 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494120695861248' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494120695861248, tweet_text = "https://t.co/4P3VpxXLGm  #ZyadaBachao With these amazing deals shopping will be a lot more\nfun", created_at = "2015-11-03 16:14:22", geo_lat = 0, geo_long = 0, user_id = 261591675, screen_name = "gulzar_rai", name = "♕ℳг Råi", profile_image_url = "http://pbs.twimg.com/profile_images/661004373376430080/UdVXBSjR_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:24 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2849766036' for key 'PRIMARY' | INSERT INTO users SET screen_name = "RentSetGo", profile_image_url = "http://pbs.twimg.com/profile_images/649534436766121985/_oUNbmtY_normal.jpg", user_id = 2849766036, name = "RentSetGo", location = "India", url = "http://www.rentsetgo.co/", description = "We are an online peer to peer marketplace for #rentcameras, #rentbicycles, #rentcamping and #rentoutdoorgear #collaborativeconsumption #sharingeconomy", created_at = "2014-10-10 12:02:37", followers_count = 182, friends_count = 307, statuses_count = 348, time_zone = "", last_update = "2015-11-03 16:14:23"
Tue, 03 Nov 15 16:14:24 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2849766036' for key 'PRIMARY' | INSERT INTO users SET screen_name = "RentSetGo", profile_image_url = "http://pbs.twimg.com/profile_images/649534436766121985/_oUNbmtY_normal.jpg", user_id = 2849766036, name = "RentSetGo", location = "India", url = "http://www.rentsetgo.co/", description = "We are an online peer to peer marketplace for #rentcameras, #rentbicycles, #rentcamping and #rentoutdoorgear #collaborativeconsumption #sharingeconomy", created_at = "2014-10-10 12:02:37", followers_count = 182, friends_count = 307, statuses_count = 348, time_zone = "", last_update = "2015-11-03 16:14:23"
Tue, 03 Nov 15 16:14:24 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494121966780416' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494121966780416, tweet_text = "Get the best deals for all your outdoor needs!This #Diwali keep your wallets happy,don\'t buy just #rent #ZyadaBachao https://t.co/3lzkWfIeKE", created_at = "2015-11-03 16:14:23", geo_lat = 0, geo_long = 0, user_id = 2849766036, screen_name = "RentSetGo", name = "RentSetGo", profile_image_url = "http://pbs.twimg.com/profile_images/649534436766121985/_oUNbmtY_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:24 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661494121966780416' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661494121966780416, tweet_text = "Get the best deals for all your outdoor needs!This #Diwali keep your wallets happy,don\'t buy just #rent #ZyadaBachao https://t.co/3lzkWfIeKE", created_at = "2015-11-03 16:14:23", geo_lat = 0, geo_long = 0, user_id = 2849766036, screen_name = "RentSetGo", name = "RentSetGo", profile_image_url = "http://pbs.twimg.com/profile_images/649534436766121985/_oUNbmtY_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:14:33 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2759310935' for key 'PRIMARY' | INSERT INTO users SET screen_name = "Parodossy", profile_image_url = "http://pbs.twimg.com/profile_images/657661705716150273/EI8Qj2kU_normal.jpg", user_id = 2759310935, name = "Parodossy", location = "", url = "", description = "I make games. Play games. I need to stahp actually nah, it can wait a few years.", created_at = "2014-09-02 18:26:05", followers_count = 3143, friends_count = 10, statuses_count = 637662, time_zone = "", last_update = "2015-11-03 16:14:32"
